"72","32","71","80","483.63","2024-12-12 20:50:25","2024-12-12 20:50:25"
"73","71","72","46","92.78","2024-07-06 05:46:28","2024-07-06 05:46:28"
"74","54","73","56","316.55","2025-01-17 22:02:45","2025-01-17 22:02:45"
"75","41","74","12","84.16","2025-01-19 22:05:26","2025-01-19 22:05:26"
"76","2","75","71","47.44","2025-04-18 17:07:51","2025-04-18 17:07:51"
"77","56","76","26","140.33","2024-12-20 18:43:57","2024-12-20 18:43:57"
"78","69","77","37","127.18","2024-12-06 19:41:56","2024-12-06 19:41:56"
"79","93","78","93","355.89","2024-12-09 16:46:02","2024-12-09 16:46:02"
"80","64","79","24","326.33","2025-01-06 15:04:09","2025-01-06 15:04:09"
"81","78","80","37","15.21","2025-01-10 00:29:51","2025-01-10 00:29:51"
"82","26","81","34","137.69","2025-01-30 00:39:34","2025-01-30 00:39:34"
"83","55","82","65","147.07","2024-06-22 23:37:08","2024-06-22 23:37:08"
"84","36","83","11","14.12","2024-12-01 13:27:40","2024-12-01 13:27:40"
"85","11","84","12","279.39","2025-02-25 16:54:42","2025-02-25 16:54:42"
"86","19","85","39","300.5","2024-10-21 11:25:38","2024-10-21 11:25:38"
"87","24","86","92","325.82","2025-01-19 11:41:52","2025-01-19 11:41:52"
"88","68","87","81","314.4","2024-11-11 14:00:55","2024-11-11 14:00:55"
"89","38","88","2","195.36","2025-04-20 02:59:53","2025-04-20 02:59:53"
"90","48","89","43","484.76","2025-04-04 21:14:15","2025-04-04 21:14:15"
"91","8","90","19","82.24","2024-11-27 04:22:49","2024-11-27 04:22:49"
"92","93","91","55","349.51","2024-05-18 19:35:26","2024-05-18 19:35:26"
"93","3","92","5","59.71","2025-01-22 19:27:48","2025-01-22 19:27:48"
"94","2","93","69","356.38","2024-05-09 00:53:51","2024-05-09 00:53:51"
"95","45","94","63","421.68","2024-11-27 01:49:39","2024-11-27 01:49:39"
"96","92","95","17","143.95","2024-12-09 17:06:12","2024-12-09 17:06:12"
"97","10","96","20","105.07","2024-05-14 16:02:44","2024-05-14 16:02:44"
"98","10","97","86","109.1","2024-07-28 07:35:56","2024-07-28 07:35:56"
"99","96","98","69","438.42","2024-12-17 02:48:10","2024-12-17 02:48:10"
"100","22","99","27","95.01","2025-03-02 13:02:20","2025-03-02 13:02:20"
"101","11","100","59","323.82","2024-06-16 01:04:31","2024-06-16 01:04:31"
"102","8","101","4","298.58","2025-03-22 22:29:32","2025-03-22 22:29:32"
"103","49","102","63","112.34","2024-10-22 01:44:33","2024-10-22 01:44:33"
"104","82","103","33","86.9","2025-03-13 11:52:12","2025-03-13 11:52:12"
"105","10","104","99","323.84","2024-05-03 06:18:31","2024-05-03 06:18:31"
"106","69","105","100","219.05","2024-08-01 03:10:31","2024-08-01 03:10:31"
"107","34","106","81","42.63","2024-10-23 05:38:24","2024-10-23 05:38:24"
"108","19","107","18","376.59","2024-10-21 12:34:54","2024-10-21 12:34:54"
"109","22","108","21","27.11","2024-11-17 14:32:05","2024-11-17 14:32:05"
"110","29","109","12","87.1","2025-02-25 12:51:32","2025-02-25 12:51:32"
"111","72","110","62","298.96","2024-12-15 17:19:59","2024-12-15 17:19:59"
"112","79","111","72","348.88","2024-08-28 00:01:22","2024-08-28 00:01:22"
"113","82","112","90","182.23","2025-03-09 20:54:52","2025-03-09 20:54:52"
"114","29","113","67","4.68","2025-02-13 15:52:19","2025-02-13 15:52:19"
"115","7","114","2","428.08","2024-08-14 15:33:49","2024-08-14 15:33:49"
"116","9","115","11","324.12","2024-05-08 00:18:50","2024-05-08 00:18:50"
"117","16","116","11","19.24","2024-06-05 09:05:29","2024-06-05 09:05:29"
"118","8","117","12","347.55","2024-07-15 23:37:49","2024-07-15 23:37:49"
"119","25","118","39","216.41","2025-02-19 18:01:15","2025-02-19 18:01:15"
"120","41","119","27","41.11","2025-01-25 14:56:58","2025-01-25 14:56:58"
"121","29","120","19","111.58","2024-06-13 20:06:19","2024-06-13 20:06:19"
"122","72","121","96","483.87","2024-12-09 12:26:35","2024-12-09 12:26:35"
"123","47","122","25","377.94","2024-09-22 10:27:44","2024-09-22 10:27:44"
"124","7","123","67","109.32","2025-01-11 09:39:10","2025-01-11 09:39:10"
"125","98","124","54","402.45","2025-03-02 13:17:23","2025-03-02 13:17:23"
"126","2","125","19","423.75","2024-07-10 00:00:58","2024-07-10 00:00:58"
"127","54","126","60","384.61","2024-09-19 03:55:56","2024-09-19 03:55:56"
"128","71","127","70","290.62","2025-01-23 08:28:22","2025-01-23 08:28:22"
"129","66","128","28","178.36","2024-12-22 15:24:11","2024-12-22 15:24:11"
"130","87","129","89","323.6","2024-07-01 10:19:01","2024-07-01 10:19:01"
"131","20","130","68","81.43","2024-09-19 16:06:34","2024-09-19 16:06:34"
"132","31","131","17","364.32","2024-08-22 22:34:15","2024-08-22 22:34:15"
"133","21","132","56","192.3","2025-01-10 12:26:26","2025-01-10 12:26:26"
"134","25","133","2","339.94","2025-01-22 10:27:38","2025-01-22 10:27:38"
"135","94","134","2","430.25","2024-06-12 23:51:50","2024-06-12 23:51:50"
"136","81","135","15","307.16","2024-05-08 18:02:25","2024-05-08 18:02:25"
"137","23","136","38","348.86","2024-06-24 20:20:31","2024-06-24 20:20:31"
"138","68","137","53","483.82","2024-06-25 22:13:32","2024-06-25 22:13:32"
"139","91","138","26","123.25","2025-04-19 12:47:04","2025-04-19 12:47:04"
"140","23","139","76","234.26","2024-05-11 12:40:04","2024-05-11 12:40:04"
"141","57","140","96","409.42","2024-12-20 09:34:51","2024-12-20 09:34:51"
"142","0","141","86","328.36","2025-02-11 23:01:37","2025-02-11 23:01:37"
"143","11","142","48","396.9","2024-09-30 21:49:48","2024-09-30 21:49:48"
"144","53","143","46","226.27","2025-02-09 16:45:19","2025-02-09 16:45:19"
"145","19","144","20","184.02","2024-07-12 23:57:02","2024-07-12 23:57:02"
"146","45","145","65","58.26","2025-04-29 14:21:21","2025-04-29 14:21:21"
"147","71","146","80","254.48","2024-06-20 06:09:06","2024-06-20 06:09:06"
"148","99","147","81","278.88","2024-12-12 00:16:23","2024-12-12 00:16:23"
"149","57","148","26","143.67","2024-12-05 01:38:16","2024-12-05 01:38:16"
"150","76","149","76","127.17","2024-06-10 01:26:52","2024-06-10 01:26:52"
"151","60","150","66","109.47","2024-05-20 13:23:38","2024-05-20 13:23:38"
"152","18","151","1","274.14","2024-07-23 08:22:59","2024-07-23 08:22:59"
"153","85","152","77","422.36","2024-12-22 21:21:51","2024-12-22 21:21:51"
"154","67","153","58","155.39","2024-11-23 23:58:28","2024-11-23 23:58:28"
"155","8","154","12","422.15","2024-07-26 10:55:11","2024-07-26 10:55:11"
"156","98","155","20","412.82","2024-07-31 14:43:11","2024-07-31 14:43:11"
"157","70","156","17","210.13","2024-06-04 18:54:49","2024-06-04 18:54:49"
"158","62","157","96","281.05","2024-05-03 04:11:28","2024-05-03 04:11:28"
"159","18","158","89","63.23","2025-04-24 23:59:27","2025-04-24 23:59:27"
"160","39","159","74","140.93","2025-03-01 23:03:53","2025-03-01 23:03:53"
"161","12","160","31","365.14","2025-03-09 04:13:58","2025-03-09 04:13:58"
"162","64","161","42","13.94","2024-06-22 05:54:37","2024-06-22 05:54:37"
"163","21","162","75","21.69","2024-06-19 14:41:54","2024-06-19 14:41:54"
"164","94","163","69","109.56","2024-06-01 00:59:46","2024-06-01 00:59:46"
"165","69","164","92","156.25","2024-05-14 09:24:33","2024-05-14 09:24:33"
"166","74","165","63","337.5","2024-06-28 17:14:00","2024-06-28 17:14:00"
"167","47","166","18","295.48","2024-09-14 13:25:31","2024-09-14 13:25:31"
"168","42","167","38","192.22","2024-09-25 16:27:12","2024-09-25 16:27:12"
"169","65","168","45","132.12","2024-07-23 12:46:42","2024-07-23 12:46:42"
"170","54","169","97","269.04","2025-01-11 04:32:10","2025-01-11 04:32:10"
"171","37","170","49","312.13","2025-04-24 03:54:19","2025-04-24 03:54:19"
"172","77","171","55","246.67","2024-09-01 14:03:24","2024-09-01 14:03:24"
"173","33","172","49","294.55","2024-06-08 17:49:00","2024-06-08 17:49:00"
"174","80","173","92","285.08","2024-05-28 06:44:03","2024-05-28 06:44:03"
"175","59","174","59","264.22","2025-03-10 13:33:27","2025-03-10 13:33:27"
"176","50","175","34","377.72","2025-01-28 21:12:53","2025-01-28 21:12:53"
"177","74","176","35","405.13","2025-01-24 20:05:35","2025-01-24 20:05:35"
"178","70","177","16","456.76","2024-07-15 22:37:15","2024-07-15 22:37:15"
"179","15","178","78","129.16","2024-12-07 12:04:51","2024-12-07 12:04:51"
"180","2","179","54","166.62","2024-05-19 00:55:34","2024-05-19 00:55:34"
"181","13","180","95","477.32","2025-03-06 18:00:07","2025-03-06 18:00:07"
"182","51","181","69","394.05","2024-10-17 03:10:22","2024-10-17 03:10:22"
"183","95","182","99","475.5","2025-04-15 09:57:36","2025-04-15 09:57:36"
"184","82","183","73","385.4","2024-11-30 21:35:22","2024-11-30 21:35:22"
"185","23","184","25","137.99","2025-03-25 22:52:17","2025-03-25 22:52:17"
"186","5","185","57","363.99","2024-11-06 01:28:46","2024-11-06 01:28:46"
"187","71","186","65","251.09","2024-06-16 15:44:59","2024-06-16 15:44:59"
"188","49","187","6","134.38","2024-12-16 14:26:03","2024-12-16 14:26:03"
"189","15","188","27","243.33","2024-05-12 05:05:58","2024-05-12 05:05:58"
"190","69","189","26","262.01","2024-06-20 02:29:11","2024-06-20 02:29:11"
"191","26","190","38","363.86","2024-11-13 16:29:04","2024-11-13 16:29:04"
"192","29","191","86","192.61","2025-01-12 06:30:04","2025-01-12 06:30:04"
"193","57","192","28","403.72","2025-03-07 02:20:32","2025-03-07 02:20:32"
"194","83","193","86","47.82","2025-04-10 11:55:45","2025-04-10 11:55:45"
"195","45","194","52","42.5","2025-01-14 07:53:36","2025-01-14 07:53:36"
"196","69","195","17","213.23","2024-05-30 14:32:50","2024-05-30 14:32:50"
"197","19","196","30","468.07","2024-09-15 09:54:51","2024-09-15 09:54:51"
"198","94","197","32","186.82","2025-04-22 21:31:45","2025-04-22 21:31:45"
"199","25","198","37","433.6","2024-05-05 23:50:27","2024-05-05 23:50:27"
"200","76","199","37","184.13","2024-08-09 18:56:24","2024-08-09 18:56:24"
"201","76","200","62","497.54","2025-01-21 19:22:19","2025-01-21 19:22:19"
"202","46","201","97","415.55","2025-01-12 22:41:29","2025-01-12 22:41:29"
"203","85","202","48","423.17","2025-04-06 10:31:53","2025-04-06 10:31:53"
"204","37","203","80","279.4","2025-02-08 23:02:33","2025-02-08 23:02:33"
"205","57","204","41","96.58","2025-01-31 16:14:34","2025-01-31 16:14:34"
"206","92","205","60","144.63","2025-01-07 01:45:52","2025-01-07 01:45:52"
"207","61","206","20","331.4","2024-12-21 09:34:51","2024-12-21 09:34:51"
"208","12","207","92","189.93","2024-06-03 19:12:26","2024-06-03 19:12:26"
"209","16","208","9","288.93","2024-05-22 08:20:56","2024-05-22 08:20:56"
"210","78","209","19","451.85","2024-09-02 15:33:19","2024-09-02 15:33:19"
"211","99","210","71","132.46","2024-06-29 11:51:05","2024-06-29 11:51:05"
"212","57","211","45","455.26","2024-09-30 12:36:16","2024-09-30 12:36:16"
"213","86","212","21","197.98","2024-11-07 06:49:45","2024-11-07 06:49:45"
"214","93","213","53","274.3","2024-11-02 19:21:09","2024-11-02 19:21:09"
"215","89","214","14","344.29","2025-01-12 13:54:44","2025-01-12 13:54:44"
"216","38","215","28","219.86","2024-05-19 01:24:14","2024-05-19 01:24:14"
"217","66","216","93","302.79","2024-05-22 10:03:15","2024-05-22 10:03:15"
"218","26","217","56","371.83","2024-05-26 16:46:23","2024-05-26 16:46:23"
"219","5","218","79","236.61","2024-07-24 23:39:45","2024-07-24 23:39:45"
"220","9","219","31","362.89","2025-03-16 11:10:22","2025-03-16 11:10:22"
"221","59","220","13","346.98","2024-05-06 16:26:38","2024-05-06 16:26:38"
"222","23","221","67","129.55","2024-10-26 04:06:57","2024-10-26 04:06:57"
"223","52","222","73","325.98","2024-10-28 04:20:37","2024-10-28 04:20:37"
"224","94","223","11","494.49","2024-10-30 22:50:46","2024-10-30 22:50:46"
"225","37","224","76","12.54","2024-10-03 07:44:10","2024-10-03 07:44:10"
"226","6","225","86","477.13","2025-03-12 22:37:12","2025-03-12 22:37:12"
"227","45","226","1","471.63","2024-05-21 22:25:38","2024-05-21 22:25:38"
"228","66","227","18","303.32","2024-08-27 06:44:39","2024-08-27 06:44:39"
"229","80","228","89","447.65","2024-06-16 08:22:43","2024-06-16 08:22:43"
"230","63","229","11","168.43","2024-11-23 04:30:02","2024-11-23 04:30:02"
"231","42","230","30","73.22","2024-05-11 06:11:39","2024-05-11 06:11:39"
"232","11","231","15","343.05","2025-02-14 04:03:30","2025-02-14 04:03:30"
"233","68","232","71","18.89","2024-06-10 03:31:05","2024-06-10 03:31:05"
"234","72","233","15","451.69","2025-02-27 17:16:22","2025-02-27 17:16:22"
"235","47","234","55","185.24","2025-04-20 21:12:40","2025-04-20 21:12:40"
"236","64","235","94","347.01","2025-02-05 03:37:31","2025-02-05 03:37:31"
"237","23","236","93","45.4","2024-09-12 21:46:40","2024-09-12 21:46:40"
"238","47","237","58","498.87","2024-11-02 21:11:32","2024-11-02 21:11:32"
"239","20","238","3","336.17","2024-07-11 20:48:54","2024-07-11 20:48:54"
"240","14","239","84","252.28","2024-08-16 19:44:31","2024-08-16 19:44:31"
"241","3","240","20","96.59","2025-02-06 09:17:05","2025-02-06 09:17:05"
"242","46","241","69","183.12","2024-07-06 12:55:04","2024-07-06 12:55:04"
"243","10","242","52","238.73","2024-12-30 16:11:56","2024-12-30 16:11:56"
"244","11","243","14","157.28","2025-03-04 06:19:27","2025-03-04 06:19:27"
"245","56","244","39","414.06","2024-11-12 20:02:03","2024-11-12 20:02:03"
"246","29","245","32","431.12","2024-06-21 05:59:05","2024-06-21 05:59:05"
"247","52","246","62","241.84","2024-12-12 20:23:05","2024-12-12 20:23:05"
"248","59","247","94","170.41","2024-07-08 04:26:39","2024-07-08 04:26:39"
"249","70","248","81","406.65","2025-02-07 10:33:03","2025-02-07 10:33:03"
"250","81","249","5","162.13","2025-03-14 20:51:20","2025-03-14 20:51:20"
"251","52","250","87","313.32","2024-08-24 06:12:30","2024-08-24 06:12:30"
"252","55","251","2","423.8","2024-05-05 03:04:09","2024-05-05 03:04:09"
"253","16","252","8","191.63","2025-01-16 19:05:27","2025-01-16 19:05:27"
"254","2","253","6","5.54","2024-05-23 00:06:45","2024-05-23 00:06:45"
"255","42","254","97","387.44","2024-07-02 16:19:31","2024-07-02 16:19:31"
"256","85","255","93","150.31","2025-01-25 18:42:04","2025-01-25 18:42:04"
"257","7","256","39","174.42","2025-01-13 22:45:07","2025-01-13 22:45:07"
"258","77","257","6","145.58","2024-09-01 00:28:34","2024-09-01 00:28:34"
"259","38","258","9","105.91","2024-10-24 22:18:03","2024-10-24 22:18:03"
"260","81","259","78","357.3","2024-09-11 02:47:05","2024-09-11 02:47:05"
"261","72","260","23","165.41","2024-09-24 14:27:58","2024-09-24 14:27:58"
"262","77","261","22","41.32","2025-03-23 21:49:30","2025-03-23 21:49:30"
"263","35","262","26","373.98","2024-07-02 17:47:15","2024-07-02 17:47:15"
"264","67","263","86","222.79","2024-05-10 22:00:30","2024-05-10 22:00:30"
"265","5","264","92","355.62","2024-10-25 22:30:49","2024-10-25 22:30:49"
"266","63","265","69","445.03","2024-07-02 16:01:25","2024-07-02 16:01:25"
"267","26","266","92","155.32","2025-03-20 11:38:07","2025-03-20 11:38:07"
"268","18","267","28","346.43","2024-11-12 00:30:57","2024-11-12 00:30:57"
"269","80","268","83","417.18","2024-10-17 10:47:01","2024-10-17 10:47:01"
"270","42","269","75","438.07","2025-01-22 23:53:40","2025-01-22 23:53:40"
"271","70","270","95","352.56","2025-01-25 05:28:47","2025-01-25 05:28:47"
"272","7","271","59","494.35","2025-01-02 13:28:36","2025-01-02 13:28:36"
"273","47","272","100","143.71","2024-10-25 08:39:14","2024-10-25 08:39:14"
"274","71","273","67","283.89","2025-04-09 12:15:06","2025-04-09 12:15:06"
"275","14","274","47","137.36","2024-10-12 21:18:47","2024-10-12 21:18:47"
"276","25","275","38","96.3","2024-12-20 05:32:15","2024-12-20 05:32:15"
"277","43","276","43","453.01","2025-04-07 10:54:09","2025-04-07 10:54:09"
"278","98","277","89","429.43","2024-09-11 23:54:21","2024-09-11 23:54:21"
"279","10","278","25","82.07","2024-09-18 17:03:54","2024-09-18 17:03:54"
"280","31","279","77","64.36","2024-10-04 12:15:47","2024-10-04 12:15:47"
"281","49","280","60","146.8","2024-06-07 18:16:48","2024-06-07 18:16:48"
"282","61","281","23","461.71","2024-12-31 12:15:22","2024-12-31 12:15:22"
"283","43","282","69","66.04","2024-08-15 21:48:05","2024-08-15 21:48:05"
"284","76","283","41","30.89","2024-10-13 07:00:42","2024-10-13 07:00:42"
"285","36","284","91","233.11","2024-07-19 17:19:49","2024-07-19 17:19:49"
"286","72","285","9","331.02","2025-02-16 10:43:30","2025-02-16 10:43:30"
"287","16","286","72","487.04","2024-07-14 14:25:01","2024-07-14 14:25:01"
"288","71","287","27","340.68","2025-01-12 17:55:04","2025-01-12 17:55:04"
"289","26","288","71","441.22","2025-02-14 20:48:20","2025-02-14 20:48:20"
"290","98","289","100","63.71","2025-01-24 04:05:06","2025-01-24 04:05:06"
"291","23","290","58","464.49","2025-03-11 06:50:57","2025-03-11 06:50:57"
"292","6","291","93","413.55","2024-06-23 06:45:06","2024-06-23 06:45:06"
"293","44","292","79","69.7","2025-04-25 03:59:33","2025-04-25 03:59:33"
"294","87","293","21","341.05","2025-01-27 07:32:34","2025-01-27 07:32:34"
"295","73","294","17","321.01","2024-09-20 19:58:36","2024-09-20 19:58:36"
"296","28","295","60","344.42","2024-06-07 15:04:59","2024-06-07 15:04:59"
"297","31","296","58","382.33","2024-05-10 01:01:14","2024-05-10 01:01:14"
"298","80","297","65","110.78","2025-01-18 20:21:27","2025-01-18 20:21:27"
"299","15","298","19","324.05","2024-08-31 08:19:52","2024-08-31 08:19:52"
"300","37","299","69","118.16","2024-11-07 06:33:07","2024-11-07 06:33:07"
"301","67","300","61","90.54","2024-05-18 04:24:10","2024-05-18 04:24:10"
"302","61","301","16","152.49","2025-04-28 20:34:09","2025-04-28 20:34:09"
"303","16","302","25","328.69","2024-05-31 11:00:22","2024-05-31 11:00:22"
"304","8","303","3","238.69","2024-11-11 10:54:43","2024-11-11 10:54:43"
"305","4","304","89","227.27","2024-09-26 17:56:34","2024-09-26 17:56:34"
"306","88","305","64","21.26","2024-10-04 07:00:12","2024-10-04 07:00:12"
"307","92","306","50","246.61","2024-05-04 12:24:35","2024-05-04 12:24:35"
"308","42","307","94","334.09","2024-09-05 16:43:55","2024-09-05 16:43:55"
"309","42","308","28","259.21","2024-06-09 02:02:40","2024-06-09 02:02:40"
"310","90","309","87","427.14","2024-05-19 01:24:57","2024-05-19 01:24:57"
"311","42","310","31","463.74","2024-05-07 15:20:02","2024-05-07 15:20:02"
"312","45","311","85","473.95","2025-02-12 23:39:21","2025-02-12 23:39:21"
"313","93","312","64","185.74","2024-12-18 16:52:03","2024-12-18 16:52:03"
"314","53","313","59","301.15","2025-01-05 10:43:54","2025-01-05 10:43:54"
"315","73","314","100","278.07","2025-01-22 21:39:54","2025-01-22 21:39:54"
"316","27","315","72","363.85","2025-04-30 23:29:05","2025-04-30 23:29:05"
"317","70","316","82","250.05","2024-10-24 02:23:21","2024-10-24 02:23:21"
"318","18","317","19","350.81","2024-10-18 23:05:13","2024-10-18 23:05:13"
"319","69","318","29","6.3","2024-05-20 05:38:50","2024-05-20 05:38:50"
"320","40","319","5","488.62","2024-09-30 03:18:04","2024-09-30 03:18:04"
"321","19","320","38","282.74","2024-06-28 12:22:21","2024-06-28 12:22:21"
"322","73","321","17","238.81","2024-08-11 14:13:00","2024-08-11 14:13:00"
"323","20","322","48","439.76","2025-04-17 11:40:31","2025-04-17 11:40:31"
"324","15","323","74","298.22","2024-12-19 17:25:06","2024-12-19 17:25:06"
"325","71","324","26","483.72","2025-04-03 10:58:00","2025-04-03 10:58:00"
"326","19","325","20","364.56","2025-02-16 02:19:27","2025-02-16 02:19:27"
"327","95","326","17","335.31","2025-02-10 00:13:52","2025-02-10 00:13:52"
"328","69","327","89","252.62","2024-07-26 06:01:47","2024-07-26 06:01:47"
"329","35","328","79","230.08","2025-03-18 18:55:37","2025-03-18 18:55:37"
"330","76","329","53","88.35","2025-03-10 14:51:39","2025-03-10 14:51:39"
"331","9","330","56","447.44","2025-04-21 06:48:07","2025-04-21 06:48:07"
"332","18","331","30","498.62","2024-10-29 14:04:13","2024-10-29 14:04:13"
"333","30","332","30","495.3","2024-05-16 17:47:23","2024-05-16 17:47:23"
"334","87","333","2","431.17","2025-02-27 00:07:05","2025-02-27 00:07:05"
"335","86","334","31","350.73","2025-04-28 06:33:35","2025-04-28 06:33:35"
"336","3","335","86","438.37","2025-04-05 17:07:50","2025-04-05 17:07:50"
"337","29","336","67","413.15","2024-11-24 06:14:15","2024-11-24 06:14:15"
"338","54","337","37","138.62","2024-07-07 03:53:59","2024-07-07 03:53:59"
"339","74","338","58","47.05","2025-02-25 07:50:49","2025-02-25 07:50:49"
"340","31","339","21","207.85","2025-03-24 03:42:26","2025-03-24 03:42:26"
"341","52","340","20","9.08","2024-10-03 16:42:59","2024-10-03 16:42:59"
"342","72","341","34","276.16","2024-07-04 07:53:56","2024-07-04 07:53:56"
"343","55","342","41","125.89","2024-11-12 15:56:42","2024-11-12 15:56:42"
"344","34","343","42","34.07","2024-10-20 00:56:53","2024-10-20 00:56:53"
"345","40","344","40","482.21","2024-06-25 02:57:51","2024-06-25 02:57:51"
"346","13","345","41","438.19","2025-01-25 23:14:26","2025-01-25 23:14:26"
"347","84","346","40","247.23","2025-02-11 01:37:20","2025-02-11 01:37:20"
"348","16","347","47","425.01","2025-02-07 03:22:31","2025-02-07 03:22:31"
"349","37","348","10","254.5","2024-08-19 04:54:11","2024-08-19 04:54:11"
"350","9","349","97","162.35","2024-12-01 12:32:23","2024-12-01 12:32:23"
