"103","60","697","2000-08-03 14:36:52"
"104","68","1793","2011-08-26 10:59:09"
"105","16","436","1979-06-28 21:18:42"
"106","46","1709","1988-12-23 22:54:47"
"107","12","317","2021-10-18 14:20:59"
"108","30","1503","1995-07-19 08:14:11"
"109","14","290","2011-06-14 07:05:05"
"110","66","1935","2024-02-18 08:11:17"
"111","79","423","1992-05-21 12:38:11"
"112","58","1451","2020-08-14 19:02:20"
"113","63","472","2023-07-14 15:55:04"
"114","20","567","2000-08-05 19:06:35"
"115","95","942","2023-09-15 11:16:13"
"116","25","594","2013-06-03 10:24:17"
"117","24","257","1997-01-11 22:26:44"
"118","3","639","1993-07-10 13:14:44"
"119","98","1521","1973-12-24 11:16:22"
"120","34","294","2024-04-10 22:08:19"
"121","2","108","1998-04-30 18:46:15"
"122","62","1900","1996-01-09 12:10:54"
"123","37","666","2012-05-14 17:00:23"
"124","97","962","1989-02-03 09:11:25"
"125","26","1146","1975-07-02 06:47:44"
"126","65","1850","1987-03-01 07:31:05"
"127","30","66","1974-04-17 13:44:16"
"128","63","1102","1996-10-01 01:18:26"
"129","18","1836","1980-11-29 02:19:59"
"130","73","436","1987-09-08 12:40:25"
"131","6","1914","2003-10-20 05:18:53"
"132","21","195","2011-05-23 10:19:55"
"133","74","1987","2005-06-10 10:41:27"
"134","28","422","1973-09-29 07:05:42"
"135","33","1802","2025-01-07 07:45:56"
"136","5","558","2001-11-30 05:21:10"
"137","85","1885","2015-02-05 22:24:59"
"138","12","1946","1998-04-28 19:29:02"
"139","38","1358","1986-12-10 01:58:57"
"140","68","1118","1987-03-24 19:25:11"
"141","87","58","2001-08-21 17:49:15"
"142","29","697","1972-06-08 08:59:10"
"143","31","588","2015-08-30 07:46:10"
"144","69","319","1997-06-27 17:39:25"
"145","53","1325","2019-02-14 17:26:14"
"146","80","1470","1993-10-13 13:39:52"
"147","47","1139","2023-08-01 08:12:44"
"148","46","1016","1977-12-10 09:02:29"
"149","82","1922","1971-04-18 08:09:30"
"150","10","771","1985-11-01 02:46:35"
"151","70","1284","2016-09-21 22:56:24"
"152","83","1095","2008-11-03 05:19:29"
"153","89","1813","1996-10-28 05:00:41"
"154","83","213","1980-04-02 22:31:41"
"155","28","1780","2013-10-18 02:32:55"
"156","71","59","1986-08-28 15:22:42"
"157","87","889","1996-12-17 02:58:57"
"158","55","415","1994-12-03 14:01:36"
"159","95","1137","2000-03-14 03:22:07"
"160","79","924","1979-07-14 00:39:17"
"161","14","123","1987-06-23 08:24:41"
"162","36","1215","1979-03-03 01:12:01"
"163","73","485","1983-10-19 00:37:00"
"164","34","408","2012-09-05 16:04:17"
"165","52","997","2005-01-08 05:02:49"
"166","87","168","1983-06-14 04:02:17"
"167","76","691","1987-08-07 22:08:18"
"168","46","305","2007-04-05 23:59:24"
"169","29","1767","1993-07-16 13:09:49"
"170","37","1042","2023-04-28 11:51:34"
"171","81","1638","1975-09-19 17:17:11"
"172","73","344","1976-06-22 03:13:35"
"173","27","88","1985-09-04 23:59:06"
"174","84","1918","2001-08-21 22:28:01"
"175","94","140","2017-09-30 02:01:59"
"176","61","879","2023-09-08 00:25:41"
"177","5","1611","1995-12-02 08:24:07"
"178","50","261","2005-02-02 04:00:40"
"179","99","516","1978-10-25 06:40:05"
"180","11","273","2020-06-10 07:41:16"
"181","2","372","1999-06-21 19:31:51"
"182","30","1402","1983-01-09 02:53:35"
"183","66","672","2002-12-05 21:17:00"
"184","66","862","1978-08-08 06:16:56"
"185","86","657","1986-07-06 12:58:37"
"186","83","12","1977-07-08 22:08:14"
"187","45","1555","2006-07-04 00:17:06"
"188","62","1523","2002-07-10 23:42:51"
"189","71","620","2013-02-27 23:48:40"
"190","17","1290","1970-05-06 06:28:01"
"191","23","733","2023-05-16 04:11:37"
"192","4","1582","2002-02-12 18:51:19"
"193","35","1142","1983-04-21 20:26:30"
"194","18","657","1993-01-24 20:23:11"
"195","1","1449","2019-06-13 12:22:12"
"196","2","1473","2005-05-02 18:45:37"
"197","55","1256","2008-07-10 22:13:31"
"198","41","661","2004-02-16 10:54:30"
"199","16","848","2024-05-20 06:02:09"
"200","80","237","1979-12-17 23:56:05"
"201","83","1084","2001-01-30 01:33:49"
"202","92","1473","2018-05-16 21:10:16"
"203","50","1124","2024-10-02 20:59:13"
"204","81","579","1999-07-24 14:44:11"
"205","90","889","2009-04-05 12:38:50"
"206","12","855","2020-07-31 07:54:05"
"207","21","133","2020-05-16 07:25:11"
"208","4","1597","2002-03-11 03:36:48"
"209","25","910","2017-10-04 06:57:24"
"210","92","1789","1974-08-14 03:03:11"
"211","72","367","1999-08-05 22:23:33"
"212","99","922","2017-08-16 14:48:22"
"213","68","1395","1971-04-08 10:26:25"
"214","44","1104","1987-12-29 17:24:23"
"215","38","1118","1995-05-18 15:19:55"
"216","9","1615","2010-09-19 19:41:09"
"217","11","941","1980-10-20 16:26:46"
"218","57","311","1988-01-08 18:27:51"
"219","0","863","2012-09-11 20:45:28"
"220","48","1766","2015-08-06 06:47:56"
"221","24","1537","1996-04-13 10:05:53"
"222","98","1113","1984-10-05 13:56:53"
"223","22","1048","2005-04-16 22:02:31"
"224","59","1118","2021-07-03 19:03:44"
"225","6","135","1999-11-24 09:34:03"
"226","76","1852","1987-04-07 06:34:18"
"227","65","1553","1971-11-22 02:53:08"
"228","13","1992","1994-05-12 05:33:20"
"229","86","1512","2021-12-30 14:56:31"
"230","17","454","1973-04-02 10:50:41"
"231","26","626","1970-12-02 22:29:40"
"232","27","198","2023-05-22 12:37:40"
"233","83","93","2014-01-01 16:22:13"
"234","42","580","2002-09-06 23:26:47"
"235","77","768","2022-06-13 01:41:30"
"236","87","685","2006-07-04 19:54:50"
"237","92","0","2004-04-28 02:06:28"
"238","38","15","1978-05-31 07:01:40"
"239","49","351","2012-02-10 15:52:54"
"240","6","1445","2023-10-18 20:39:38"
"241","94","992","1971-10-01 01:45:29"
"242","58","1264","2000-06-10 12:56:25"
"243","49","554","1985-02-28 23:59:07"
"244","72","1139","2006-09-06 04:09:40"
"245","0","698","1980-02-16 17:33:53"
"246","5","398","1995-04-10 17:18:46"
"247","34","84","2008-10-14 19:45:27"
"248","29","401","1977-08-01 17:32:38"
"249","65","1762","2008-07-02 21:20:15"
"250","75","540","1996-07-20 07:20:37"
"251","60","1825","2004-01-27 11:23:17"
"252","58","1301","2004-03-29 05:07:29"
"253","5","1972","1987-03-28 20:57:04"
"254","30","1819","1978-02-02 07:39:54"
"255","18","1163","2016-06-16 22:32:41"
"256","13","1139","1993-09-19 17:52:38"
"257","2","31","2000-08-07 11:16:25"
"258","25","1537","1984-02-02 11:38:03"
"259","76","103","1979-05-20 14:00:23"
"260","91","690","2008-03-13 02:17:36"
"261","57","859","2018-09-26 20:58:16"
"262","8","458","1972-08-28 05:39:31"
"263","70","888","1981-09-08 16:49:43"
"264","46","618","2023-02-15 09:07:50"
"265","35","1267","2000-04-10 08:06:43"
"266","31","102","1989-09-11 18:46:44"
"267","39","1743","1971-05-07 12:11:29"
"268","18","477","2010-07-08 07:06:59"
"269","71","707","1981-09-10 17:43:40"
"270","74","761","1992-08-29 10:19:22"
"271","63","692","2022-09-16 06:36:29"
"272","52","990","2024-01-04 23:49:19"
"273","45","979","1983-04-27 13:45:35"
"274","99","1467","1984-06-25 19:55:45"
"275","47","147","2010-11-08 04:18:08"
"276","8","806","1982-01-05 04:29:51"
"277","17","402","1992-10-20 07:21:15"
"278","23","229","1988-03-12 18:41:12"
"279","55","1311","1987-01-22 12:59:26"
"280","57","1369","1997-12-07 01:39:27"
"281","6","265","1989-06-20 21:37:29"
"282","61","634","1987-09-17 03:03:18"
"283","27","1687","2007-05-26 06:08:51"
"284","9","799","2017-05-11 01:11:26"
"285","66","1081","2002-10-04 19:45:11"
"286","43","1843","2012-05-31 00:44:51"
"287","18","1568","2003-06-10 03:28:10"
"288","42","779","2003-09-15 01:26:18"
"289","31","872","1979-10-10 10:48:13"
"290","81","1697","2021-10-26 18:40:16"
"291","59","1878","1991-07-29 19:18:20"
"292","19","622","1978-11-05 20:18:10"
"293","91","322","1973-11-16 06:21:41"
"294","71","1271","2016-05-02 08:08:34"
"295","98","338","1972-12-31 19:41:03"
"296","23","1682","2018-09-16 03:26:45"
"297","12","69","2021-10-05 00:12:51"
"298","15","717","2008-07-10 08:59:04"
"299","37","722","1982-12-07 03:02:29"
"300","60","1462","1995-06-13 13:13:46"
"301","76","520","1972-03-13 16:50:21"
"302","55","1405","1980-04-21 08:59:51"
"303","66","1722","2007-11-19 11:03:41"
"304","98","1632","1985-04-06 20:47:16"
"305","88","1663","1996-09-17 14:56:11"
"306","19","1804","2000-08-19 11:06:33"
"307","81","1271","2006-02-27 18:58:43"
"308","32","1538","1985-06-18 09:08:57"
"309","78","1173","1981-03-04 17:27:08"
"310","21","1479","1996-08-31 02:00:11"
"311","52","1902","2000-01-19 01:59:27"
"312","50","520","2004-10-18 06:42:05"
"313","40","1656","2003-12-16 20:10:06"
"314","21","1468","2009-06-22 00:53:57"
"315","53","1141","2020-01-06 15:08:36"
"316","70","1104","1970-03-20 04:03:53"
"317","27","1504","1998-08-10 17:15:11"
"318","55","648","2020-01-14 21:26:02"
"319","2","152","1998-04-18 17:21:42"
"320","30","805","1985-08-31 04:08:56"
"321","64","591","2012-07-09 07:22:37"
"322","8","1275","1983-03-28 07:15:32"
"323","78","662","2011-08-11 01:03:25"
"324","47","1835","1972-01-23 02:25:32"
"325","64","132","1972-04-12 01:23:44"
"326","91","485","1982-09-22 16:56:23"
"327","0","1309","2002-09-04 05:50:58"
"328","96","593","2019-07-26 13:16:36"
"329","69","970","1994-05-29 01:01:51"
"330","45","1271","1992-05-27 18:15:57"
"331","16","1420","1981-09-19 18:04:54"
"332","29","1844","1993-09-13 10:21:58"
"333","98","171","1989-09-14 16:59:28"
"334","19","177","1977-10-12 06:10:16"
"335","88","1074","1971-07-28 21:27:55"
"336","39","170","1980-02-27 18:57:42"
"337","8","1037","1983-01-09 21:16:17"
"338","99","1998","1993-04-13 11:20:37"
"339","68","238","1980-03-29 06:12:11"
"340","88","1333","2014-05-25 20:41:29"
"341","56","1957","1985-11-09 17:47:56"
"342","37","1157","1993-05-20 05:26:38"
"343","46","889","2022-08-29 23:35:47"
"344","97","462","2009-04-13 10:50:30"
"345","62","1993","1986-09-16 20:34:53"
"346","84","275","1990-02-18 08:12:18"
"347","47","1296","2001-05-27 04:27:20"
"348","41","534","2012-08-01 08:32:16"
"349","76","1544","2016-06-19 03:21:49"
"350","66","1582","2020-12-23 12:52:20"
"351","62","1392","1975-05-18 05:41:47"
"352","74","953","2006-12-06 14:10:29"
"353","34","1895","2007-03-28 06:22:33"
"354","98","1683","2010-07-30 04:46:00"
"355","79","123","2018-08-04 13:16:19"
"356","25","953","1982-08-02 09:46:24"
"357","99","1711","1975-06-23 07:41:01"
"358","65","1889","2010-07-14 02:13:50"
"359","36","1348","1996-09-07 10:14:40"
"360","35","881","2004-12-28 12:52:45"
"361","61","585","2008-02-17 19:39:01"
"362","53","734","2020-09-07 21:50:28"
"363","40","796","1986-03-02 07:32:40"
"364","0","776","2002-08-14 19:13:06"
"365","86","290","2011-01-20 00:50:34"
"366","22","500","2001-12-22 08:24:50"
"367","94","1470","1995-04-22 11:32:51"
"368","28","874","1976-11-14 20:49:56"
"369","65","1304","2014-10-08 20:31:58"
"370","41","147","2011-04-14 17:26:29"
"371","20","1173","1985-05-03 12:42:15"
"372","82","1641","1991-09-10 03:26:36"
"373","89","1248","2005-06-02 12:20:50"
"374","66","1152","1985-12-07 18:00:28"
"375","76","1075","1997-02-01 17:27:06"
"376","23","699","2013-12-21 18:01:20"
"377","77","1467","1983-04-30 01:48:12"
"378","31","1046","1994-05-13 04:39:41"
"379","84","336","2008-08-21 09:04:03"
"380","20","1727","1991-04-09 00:39:12"
"381","90","1893","1989-08-30 15:06:34"
"382","16","1693","2002-06-21 20:51:09"
"383","72","1832","2009-09-12 04:23:24"
"384","80","1687","2004-04-01 18:20:04"
"385","8","1042","1987-02-26 08:40:42"
"386","28","671","1971-12-29 08:43:07"
"387","26","206","2023-01-24 16:30:35"
"388","40","1324","2009-04-25 05:07:36"
"389","76","1137","1978-03-24 12:09:09"
"390","54","247","1995-03-03 00:40:46"
"391","58","1935","1993-04-06 20:06:18"
"392","96","1285","1998-09-03 04:11:30"
"393","56","754","1971-03-26 14:59:56"
"394","30","1114","1982-05-20 01:58:05"
"395","88","1889","2019-08-06 14:19:48"
"396","87","702","1981-11-04 02:33:43"
"397","31","206","2011-06-29 15:05:54"
"398","68","1203","1998-08-20 09:31:03"
"399","60","1289","2012-12-07 13:57:20"
"400","53","336","1989-02-17 07:37:58"
"401","90","672","1986-09-26 09:20:06"
"402","70","1310","1974-06-07 05:17:18"
"403","98","1389","1993-06-25 00:53:34"
"404","88","313","2005-08-31 00:23:09"
"405","23","514","2024-10-31 22:55:16"
"406","96","241","1984-07-18 09:36:18"
"407","45","1754","1980-12-02 12:27:06"
"408","85","1191","1994-10-03 14:47:51"
"409","61","156","2019-12-23 04:47:47"
"410","42","834","1973-09-17 19:27:59"
"411","90","1856","1971-05-02 23:56:18"
"412","20","851","1971-01-21 12:55:04"
"413","38","1888","2016-06-26 21:05:59"
"414","93","1505","1997-10-28 11:25:27"
"415","55","1169","2022-02-24 07:26:20"
"416","5","953","2022-06-20 10:10:23"
"417","41","1363","2021-01-23 21:52:51"
"418","90","34","1988-09-17 11:08:55"
"419","63","140","1978-11-27 03:29:40"
"420","0","1789","1984-12-29 21:14:58"
"421","31","522","1976-01-02 21:26:37"
"422","65","1384","2010-12-21 10:52:25"
"423","26","471","1998-06-17 19:30:33"
"424","29","66","2005-05-16 00:33:34"
"425","93","435","1999-11-27 18:03:10"
"426","32","1392","2024-12-18 04:15:39"
"427","47","291","2006-10-21 09:56:17"
"428","4","1668","1989-10-29 23:11:54"
"429","68","121","2003-12-24 15:04:37"
"430","3","10","1987-05-19 06:54:16"
"431","86","1550","1985-10-26 00:09:10"
"432","99","387","1982-02-02 16:34:03"
"433","51","638","1999-10-22 09:08:55"
"434","71","1084","2024-02-09 17:04:37"
"435","50","1090","2003-08-22 22:26:45"
"436","70","658","1981-05-23 07:48:47"
"437","72","1694","2012-04-18 10:00:19"
"438","20","730","1986-05-25 22:34:11"
"439","94","1166","2002-12-26 20:18:45"
"440","88","1606","1986-05-04 14:14:40"
"441","5","914","2021-02-05 18:21:25"
"442","71","181","1986-05-18 09:29:59"
"443","28","691","1995-06-22 14:05:45"
"444","98","1325","2010-12-27 03:31:04"
"445","68","1528","2024-04-13 13:23:16"
"446","17","1104","1992-10-20 14:01:03"
"447","83","518","1997-02-08 10:38:05"
"448","53","1344","1991-02-13 23:37:47"
"449","43","206","1978-11-08 20:14:20"
"450","50","585","2002-09-10 20:48:11"
"451","69","1499","1992-07-01 06:57:37"
"452","35","1071","1999-06-10 07:18:34"
"453","51","966","2011-11-10 06:30:17"
"454","56","529","2001-05-18 04:53:21"
"455","20","974","1991-09-28 14:08:55"
"456","81","484","1987-10-12 06:41:21"
"457","16","1148","1985-02-09 03:24:04"
"458","29","291","1976-03-10 02:41:37"
"459","65","727","1994-02-15 13:38:55"
"460","46","722","1974-03-16 01:32:56"
"461","36","1544","2017-06-06 19:21:40"
"462","81","1484","1978-04-11 04:48:06"
"463","31","205","1992-03-23 09:01:51"
"464","25","1978","1994-05-11 14:38:36"
"465","35","159","1973-03-01 17:25:11"
"466","79","222","2018-06-28 05:12:27"
"467","54","757","1973-07-26 23:31:04"
"468","35","779","1993-12-28 03:39:07"
"469","36","754","2014-04-20 01:10:00"
"470","11","1726","1975-11-05 14:08:18"
"471","40","745","1972-04-10 00:56:12"
"472","98","227","1991-04-12 00:21:18"
"473","87","1812","2024-09-09 04:38:38"
"474","32","1137","1999-02-11 06:50:17"
"475","20","77","2013-09-11 01:44:02"
"476","32","254","1971-08-05 12:21:59"
"477","54","1409","1976-07-03 16:40:05"
"478","43","1616","1979-06-26 05:53:46"
"479","88","510","2014-11-02 10:50:36"
"480","78","965","2011-03-13 01:00:22"
"481","45","172","2005-09-30 09:14:23"
"482","98","1154","2017-12-16 10:17:13"
"483","99","314","2012-07-22 20:16:50"
"484","3","1848","1991-08-25 09:39:53"
"485","84","988","2015-12-24 19:28:58"
"486","79","624","1983-04-28 01:39:22"
"487","47","290","1997-08-27 05:44:18"
"488","12","1527","1979-04-03 07:04:17"
"489","28","1625","2008-11-13 13:32:18"
"490","0","284","1993-10-04 09:04:38"
"491","76","275","1993-10-17 19:13:35"
"492","52","1346","1970-02-23 16:38:55"
"493","14","69","2019-09-06 15:26:41"
"494","49","906","1993-03-15 05:45:26"
"495","55","381","2002-03-12 19:08:06"
"496","86","1989","2012-02-02 12:39:56"
"497","69","1813","1985-12-14 21:31:23"
"498","58","1346","1974-02-25 10:03:25"
"499","92","136","2013-05-24 04:23:58"
"500","30","63","2002-09-24 07:50:06"
"501","34","1599","1988-07-29 07:44:36"
"502","22","1226","2023-11-16 18:28:41"
"503","92","71","1972-04-15 08:15:19"
"504","0","1264","2025-02-23 03:02:25"
"505","65","664","1974-11-18 13:18:04"
"506","92","812","2021-10-08 08:34:24"
"507","46","1207","2011-06-06 12:46:43"
"508","49","1568","2003-05-13 21:46:33"
"509","46","516","1990-02-04 01:54:20"
"510","88","86","1982-02-22 00:53:00"
"511","19","32","1979-11-07 17:20:29"
"512","16","84","2009-11-03 03:08:31"
"513","14","1077","2003-10-07 21:37:47"
"514","56","1615","1976-01-14 23:57:48"
"515","29","1403","2002-04-05 23:32:35"
"516","20","1367","2008-09-30 17:09:30"
"517","44","422","1970-09-21 14:31:10"
"518","0","1264","2001-10-22 14:50:44"
"519","87","1236","1991-01-27 22:11:39"
"520","0","500","2011-04-16 02:26:38"
"521","13","418","1978-03-23 19:46:32"
"522","30","775","1998-06-28 01:28:36"
"523","32","734","1988-06-01 10:09:54"
"524","50","1398","1972-01-31 17:23:09"
"525","77","565","2011-12-12 08:15:17"
"526","44","1261","1987-10-13 02:27:23"
"527","54","795","1984-10-30 16:59:48"
"528","90","1241","2024-12-30 04:22:47"
"529","55","1711","2001-09-11 11:52:42"
"530","16","289","1984-07-31 17:28:59"
"531","0","631","1990-04-15 05:51:45"
"532","98","1612","1979-06-03 13:38:45"
"533","69","1852","1995-02-05 03:11:28"
"534","4","1296","2002-02-12 23:05:50"
"535","23","1835","1971-10-14 00:09:33"
"536","70","1829","1973-05-17 09:46:10"
"537","56","569","1977-07-25 05:25:44"
"538","39","1017","2020-08-25 22:04:51"
"539","32","425","1984-10-04 19:01:28"
"540","14","81","2015-04-15 16:10:55"
"541","18","1630","2015-12-01 08:01:08"
"542","55","1740","1974-09-12 05:08:20"
"543","35","1214","1978-11-25 17:45:21"
"544","45","775","2020-05-24 03:15:18"
"545","31","172","2015-09-15 08:13:05"
"546","19","561","1985-04-20 05:31:27"
"547","94","1809","1979-02-10 22:21:59"
"548","83","1531","1974-02-10 20:58:59"
"549","42","0","2015-11-18 21:07:11"
"550","50","86","1984-12-22 10:43:15"
"551","54","183","2024-06-23 05:06:28"
"552","78","1599","1993-09-18 08:32:59"
"553","46","759","2001-05-12 20:17:53"
"554","95","827","1975-03-07 04:34:35"
"555","74","1388","1991-12-29 14:13:01"
"556","10","1490","1978-07-26 15:22:42"
"557","60","1016","2014-01-26 07:38:06"
"558","50","520","1992-02-18 20:27:32"
"559","14","1906","1982-05-19 17:54:00"
"560","32","1048","2017-04-21 10:05:13"
"561","90","1596","1991-05-06 09:25:42"
"562","3","1364","1996-02-20 16:30:25"
"563","14","1398","1989-04-24 19:12:54"
"564","36","1025","1998-06-24 16:14:30"
"565","56","63","2005-09-21 03:46:35"
"566","20","1123","1980-06-20 21:45:28"
"567","79","932","1990-02-03 23:12:35"
"568","43","991","1975-11-11 19:44:01"
"569","85","727","2024-03-05 15:12:40"
"570","22","1709","1978-12-05 04:27:55"
"571","32","1110","2022-01-26 22:52:07"
"572","74","455","1990-05-12 22:24:56"
"573","11","111","2005-07-18 13:51:34"
"574","17","1197","2016-05-18 20:19:42"
"575","35","1246","1972-07-18 13:30:05"
"576","39","1136","1982-05-07 23:19:24"
"577","32","714","1976-02-18 02:02:07"
"578","0","1152","1978-03-15 19:45:34"
"579","72","1101","2002-11-17 00:47:27"
"580","47","840","1987-11-07 19:18:32"
"581","69","796","1981-08-26 19:12:13"
"582","2","1358","2025-01-04 07:46:46"
"583","70","500","2018-05-07 18:54:17"
"584","51","80","1987-02-15 15:44:28"
"585","45","401","1979-10-27 23:55:07"
"586","88","308","1981-03-09 20:08:46"
"587","57","587","1989-04-18 00:56:49"
"588","39","222","1976-02-05 02:21:46"
"589","47","699","1974-07-16 06:59:26"
"590","61","15","2010-11-19 22:59:57"
"591","42","1888","1972-06-11 13:08:25"
"592","4","639","2005-06-12 19:56:12"
"593","96","100","2014-06-01 17:43:11"
"594","67","218","1971-02-16 15:42:16"
"595","41","871","2007-09-04 18:22:40"
"596","18","794","2018-12-06 20:10:21"
"597","7","228","2018-06-30 17:02:52"
"598","6","1633","2000-03-28 03:14:47"
"599","87","509","2018-08-28 16:29:03"
"600","14","894","1970-11-13 00:46:29"
"601","11","1384","2003-11-07 09:13:59"
"602","67","92","1999-01-29 05:33:48"
"603","85","1632","2020-03-06 00:52:01"
"604","34","69","2012-09-05 07:28:22"
"605","43","1632","1993-11-12 00:11:29"
"606","46","525","2006-01-01 13:46:20"
"607","33","764","1983-05-21 02:52:48"
"608","90","1451","1999-07-16 04:37:19"
"609","84","1403","1996-09-22 01:48:34"
"610","49","228","2004-04-01 17:26:37"
"611","17","1888","2005-02-16 21:51:58"
"612","74","247","1993-05-31 00:45:45"
"613","69","1056","1972-11-28 12:50:45"
"614","2","289","2013-07-17 15:40:18"
"615","3","1194","2023-11-16 09:20:18"
"616","20","777","1986-09-19 19:58:14"
"617","42","1115","1984-06-26 23:33:32"
"618","6","1389","2005-11-14 06:26:03"
"619","92","171","1988-03-13 10:28:14"
"620","17","757","2000-04-20 05:54:47"
"621","64","391","1995-12-11 04:06:41"
"622","64","1382","1980-09-28 04:28:56"
"623","64","51","1992-02-29 06:30:32"
"624","79","1560","2024-01-25 02:21:52"
"625","51","625","1997-11-13 08:09:25"
"626","46","1455","1976-03-12 08:05:29"
"627","58","1158","1997-02-21 11:13:32"
"628","62","100","1974-06-07 16:03:36"
"629","94","903","1977-11-30 21:51:17"
"630","36","315","2021-08-29 10:41:18"
"631","90","784","2000-11-12 08:35:57"
"632","59","636","1998-12-26 08:29:45"
"633","47","731","1970-10-19 13:52:25"
"634","94","880","1984-11-12 07:09:09"
"635","29","753","2017-07-12 02:34:14"
"636","83","1663","1994-06-08 20:35:04"
"637","51","88","1975-12-13 04:05:22"
"638","15","288","2005-08-25 11:23:50"
"639","7","218","1989-12-08 10:33:15"
"640","27","1256","2019-12-15 22:28:23"
"641","55","794","2006-04-22 08:28:51"
"642","83","1644","1972-12-09 08:11:29"
"643","95","1051","1996-03-14 17:13:47"
"644","26","924","2018-06-09 15:49:41"
"645","8","1296","1975-05-13 07:07:29"
"646","21","667","1987-02-15 11:00:06"
"647","74","1369","2016-07-10 07:43:09"
"648","33","1456","2006-09-21 11:19:57"
"649","37","1630","2008-07-23 04:06:39"
"650","73","739","1972-10-28 04:10:04"
"651","14","904","2020-11-15 23:03:59"
